121227_at,1278_at,158471_at,23312_at,2620_at,285016_at,3223_at,3303_at,330_at,340061_at,3514_at,375061_at,3848_at,388507_at,440498_at,4753_at,51313_at,55286_at,57415_at,6318_at,7699_at,7764_at,80183_at,83937_at,8531_at,871_at,9022_at,9143_at,94121_at,9760_at,label
9.83,4.14,4.20,8.50,4.11,3.84,9.15,13.33,4.58,4.73,6.14,6.72,3.46,4.05,5.52,7.26,4.02,4.22,9.99,3.53,7.81,10.74,3.91,4.54,12.48,8.64,4.18,7.61,4.34,3.75,0.00
5.51,3.95,4.00,9.35,4.04,3.79,8.73,12.30,5.15,7.65,5.61,6.76,3.67,8.49,10.36,4.70,4.55,5.20,11.31,3.61,7.71,9.68,3.96,5.69,11.50,10.05,11.71,10.25,3.62,6.94,1.00
6.78,4.25,4.07,8.54,12.24,3.62,4.56,4.06,8.05,8.13,6.38,4.76,3.59,5.99,10.98,5.78,3.98,4.36,5.56,3.78,8.76,11.27,4.06,6.87,10.98,7.87,4.04,5.49,3.91,3.70,1.00
6.83,4.13,4.39,8.01,3.96,4.50,9.15,12.87,7.43,6.26,5.43,6.32,3.88,8.50,9.32,6.54,3.83,4.19,10.76,3.66,8.22,9.12,4.17,4.77,12.60,9.01,3.54,6.22,3.79,8.51,1.00
4.44,4.20,4.14,10.46,3.94,3.48,8.76,12.71,4.03,4.52,5.56,5.37,3.94,4.15,8.08,6.14,4.95,6.80,13.17,3.87,8.30,10.72,3.96,4.44,11.53,8.60,7.67,8.02,5.84,3.62,0.00
5.26,5.73,4.02,8.77,4.22,3.65,10.04,13.19,3.90,7.15,5.37,3.74,4.00,5.95,9.56,6.09,5.14,9.52,10.49,3.67,8.33,11.00,6.35,4.82,10.49,9.46,11.17,7.51,6.39,3.97,0.00
3.59,4.06,4.33,9.38,9.60,3.68,4.53,7.25,9.60,4.10,13.96,6.75,4.15,7.96,7.75,4.35,4.05,4.13,9.20,3.80,8.29,10.74,11.11,5.80,11.20,5.68,3.80,6.74,4.46,6.30,1.00
6.61,4.14,4.20,5.00,4.03,3.84,5.11,12.19,4.16,8.87,5.61,10.90,3.91,8.91,4.31,9.64,4.03,4.45,9.95,4.29,7.59,8.57,3.92,4.56,12.86,8.33,4.15,4.54,4.21,3.71,0.00
9.38,6.21,4.03,9.85,3.84,6.70,11.93,11.02,5.74,9.02,4.98,6.42,3.69,8.56,9.02,12.81,4.17,3.83,4.01,3.50,8.62,10.31,8.88,5.11,11.96,10.67,3.57,7.19,4.11,3.80,1.00
4.09,4.08,4.13,10.40,5.44,3.80,4.60,4.37,7.83,5.10,5.46,7.00,3.61,4.04,4.30,4.71,4.06,3.81,5.12,3.72,7.84,10.10,12.03,5.80,10.94,5.73,3.73,5.25,3.86,3.76,0.00
