100652850_at,10161_at,10974_at,116496_at,154_at,1823_at,1960_at,200844_at,2294_at,355_at,3823_at,388692_at,4016_at,49854_at,51226_at,51260_at,5447_at,54495_at,55106_at,55619_at,5588_at,5698_at,57291_at,576_at,5935_at,7068_at,90141_at,90523_at,91607_at,9609_at,label
7.41,4.22,4.53,8.50,4.92,3.87,3.78,4.57,6.32,5.43,3.45,5.68,8.65,7.84,5.93,10.44,8.44,8.64,4.65,3.86,6.29,9.04,7.75,6.94,8.47,5.13,8.77,3.76,5.22,5.15,0.00
8.54,4.65,4.37,8.43,6.30,3.77,3.79,4.74,4.25,5.68,3.44,7.80,3.34,8.91,6.15,9.00,7.13,9.64,5.06,5.74,4.32,6.80,12.53,5.04,9.21,4.91,8.08,3.79,5.30,5.69,1.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
7.51,4.10,6.74,9.15,10.25,3.79,3.84,6.12,4.14,8.69,3.54,7.10,7.66,8.50,7.25,9.46,7.51,9.64,9.19,7.16,5.85,9.12,9.18,5.72,9.17,5.44,8.99,3.73,8.25,4.22,1.00
7.60,4.98,10.96,7.40,5.48,3.78,4.27,6.49,8.30,9.84,3.58,4.18,9.83,8.15,7.24,7.54,8.36,8.62,4.19,3.87,7.20,9.21,11.19,6.19,8.14,6.94,9.26,4.17,8.59,5.15,0.00
8.07,4.92,4.42,9.07,5.54,4.07,8.34,4.83,4.47,10.64,4.40,7.88,4.19,8.64,6.41,10.04,7.45,9.22,6.45,8.75,3.98,12.04,10.63,4.65,8.55,4.96,7.02,3.91,6.71,4.64,0.00
8.51,4.83,4.27,8.62,5.96,6.68,5.69,5.10,4.16,10.41,6.39,8.03,3.48,8.85,7.67,9.93,7.37,9.42,5.39,9.11,4.20,12.49,9.90,4.71,8.12,4.83,7.74,4.00,7.75,4.45,0.00
7.27,3.92,10.86,4.18,7.23,3.74,4.05,5.40,3.81,8.16,3.69,6.33,6.84,8.52,7.11,9.98,7.57,10.60,8.59,3.95,4.66,9.05,11.27,4.77,7.75,4.95,8.74,3.61,7.96,4.48,1.00
8.81,6.99,4.19,9.22,5.26,3.78,3.73,4.00,4.31,7.72,3.70,8.23,4.10,9.05,5.36,8.98,7.23,10.72,6.39,8.26,7.86,7.17,10.94,4.37,8.22,5.04,6.35,3.83,9.78,4.74,1.00
8.21,4.98,4.34,7.40,10.52,3.84,3.51,5.56,6.64,6.51,3.55,5.12,10.44,8.87,8.78,10.35,7.24,9.66,8.42,8.43,4.42,5.96,10.53,5.58,8.33,5.20,8.63,3.73,7.90,4.85,0.00
8.52,4.67,9.77,10.25,8.87,3.59,4.05,4.52,7.00,10.06,7.05,6.37,11.17,8.63,7.61,10.18,7.21,9.79,8.81,5.73,4.38,11.53,7.31,4.61,8.30,5.29,8.02,4.04,8.74,5.29,0.00
8.80,7.55,9.20,8.92,8.59,3.57,5.24,5.64,4.41,7.38,3.83,7.07,3.33,8.41,7.46,8.74,8.43,4.91,6.74,4.32,5.05,10.01,10.43,4.78,9.00,6.66,11.06,3.92,8.48,4.74,0.00
7.44,4.37,4.55,3.77,4.96,4.03,3.69,3.85,4.21,4.21,3.34,5.76,7.60,8.29,8.73,7.75,9.61,6.90,6.93,3.58,6.62,7.52,12.22,4.57,7.63,5.84,9.10,4.09,4.24,5.47,0.00
7.31,4.10,4.48,4.70,4.27,3.78,4.04,3.57,4.03,4.74,3.63,7.19,10.13,8.91,5.02,10.34,8.08,8.59,8.54,4.04,4.34,7.87,11.89,7.53,8.91,4.96,9.44,3.95,3.49,5.45,1.00
7.67,4.28,4.42,3.99,5.18,3.77,6.76,3.69,4.04,9.05,3.48,4.74,5.15,8.72,5.74,9.83,8.43,9.97,4.59,3.99,4.51,6.89,11.03,6.61,9.01,4.97,8.73,4.16,3.91,5.67,0.00
7.91,4.12,4.14,7.95,9.13,3.78,3.96,3.81,8.23,7.50,5.54,5.80,9.51,8.95,5.17,10.22,8.36,9.16,8.33,9.29,4.23,10.09,9.48,5.47,8.45,5.03,8.85,3.65,6.17,5.33,0.00
4.18,4.69,4.75,10.30,7.49,3.59,3.85,3.92,7.23,6.81,3.16,6.85,10.68,8.70,9.26,8.96,9.16,9.66,8.54,5.22,7.05,9.55,10.30,6.71,8.74,6.61,8.77,3.76,8.29,5.50,1.00
9.23,7.55,4.80,5.11,6.38,3.87,3.68,3.89,4.28,6.61,3.43,5.83,8.53,8.37,5.73,10.26,8.71,9.26,7.98,4.05,4.50,10.26,9.89,5.19,8.58,6.47,7.52,4.28,5.68,5.30,0.00
8.05,5.13,4.23,9.35,8.22,3.54,4.05,4.74,8.78,4.79,3.80,7.15,3.21,8.39,5.80,9.31,7.65,9.37,8.20,9.08,4.02,9.76,10.68,5.18,8.52,4.65,9.17,3.70,6.99,4.59,1.00
9.23,4.51,4.29,8.81,4.76,3.88,5.17,4.09,6.29,7.36,3.93,5.50,9.98,8.11,7.22,9.52,7.58,9.73,6.16,5.71,4.16,3.38,10.01,6.06,7.91,5.38,7.63,4.10,6.68,4.85,0.00
9.56,6.55,4.58,8.70,6.10,3.94,7.58,3.63,4.20,10.25,3.43,8.13,3.38,9.42,7.32,9.29,6.17,11.63,6.09,9.78,4.32,11.20,9.50,4.89,8.90,5.05,7.66,3.75,8.41,4.71,1.00
8.45,7.91,4.68,10.18,4.95,3.81,3.88,4.30,10.88,8.68,3.51,7.74,10.96,9.86,8.11,9.76,8.40,10.22,8.20,6.72,6.22,11.25,10.55,6.38,7.14,5.34,8.59,3.77,7.73,5.66,0.00
7.65,7.54,10.48,10.21,10.60,3.89,3.50,7.78,4.36,8.94,3.72,6.55,6.65,8.18,8.74,9.87,7.96,8.87,5.37,3.57,4.09,7.10,11.57,4.75,8.48,4.53,9.08,4.20,6.11,5.68,0.00
8.43,4.31,5.83,5.92,4.73,4.14,4.93,3.69,4.23,5.85,3.61,8.95,11.97,9.05,5.26,10.18,9.84,8.43,4.18,3.60,4.04,8.78,10.02,7.21,8.47,9.07,8.44,4.03,4.88,4.39,0.00
8.42,4.81,4.58,7.03,6.15,3.83,4.43,3.88,4.15,8.75,3.67,5.59,10.34,9.41,5.35,6.86,8.73,7.87,4.36,8.48,4.07,11.32,10.55,5.68,7.91,7.79,9.86,3.64,3.60,5.79,0.00
7.78,6.96,4.96,4.36,6.83,3.85,3.96,3.74,4.30,8.54,4.70,5.63,5.50,7.80,7.48,9.77,9.33,8.61,8.26,4.07,5.81,5.97,8.34,4.77,8.13,5.64,9.86,3.83,7.59,4.56,0.00
8.86,7.59,14.14,10.48,9.23,3.67,3.71,4.72,4.06,8.94,3.54,7.10,4.65,8.20,7.91,8.64,7.81,8.09,7.39,4.61,4.16,11.28,8.97,5.74,6.89,6.88,8.68,3.79,7.55,5.61,0.00
8.13,5.52,6.93,3.99,6.20,3.79,3.85,4.28,4.03,7.75,3.39,7.38,3.51,8.73,5.42,9.62,8.88,4.43,4.02,3.69,4.27,10.92,9.70,4.86,7.85,7.16,8.79,4.42,4.09,5.30,0.00
7.06,3.80,5.39,8.47,7.62,3.64,5.23,3.87,7.73,6.38,5.56,7.58,8.87,9.40,7.10,10.86,7.20,10.48,5.14,7.57,4.26,9.93,10.67,6.06,8.07,6.40,8.32,3.92,3.58,4.31,0.00
9.35,4.98,9.45,9.94,9.71,3.69,3.89,5.89,4.00,9.70,3.29,6.81,5.87,7.93,5.89,9.71,7.63,10.09,7.95,5.35,4.46,11.35,9.61,4.64,8.88,6.45,9.00,4.12,8.78,4.72,0.00
7.48,3.78,4.21,3.84,9.07,3.83,3.77,4.77,4.15,7.78,3.51,7.30,5.23,8.12,5.99,10.19,7.92,9.29,8.42,6.38,4.08,8.17,10.27,4.59,8.34,7.43,8.26,3.92,5.46,4.91,0.00
4.94,3.81,10.47,5.43,4.92,4.28,5.00,4.23,5.72,8.22,5.84,6.42,7.14,9.12,5.42,9.85,8.12,8.82,3.94,4.52,4.54,5.55,10.82,5.42,8.86,5.43,9.04,3.80,3.56,6.04,1.00
8.27,3.91,4.24,10.55,8.76,3.83,4.18,8.19,8.47,9.18,3.36,6.98,9.68,9.45,5.66,10.08,7.11,8.96,4.77,9.36,3.95,9.05,9.59,5.41,7.48,4.80,9.18,3.85,8.08,5.17,0.00
8.31,4.16,10.55,8.62,8.10,3.75,4.02,5.92,3.92,7.56,5.42,8.46,7.17,8.64,6.59,8.60,7.21,8.84,8.19,3.97,4.15,11.17,8.94,5.57,7.49,6.17,7.90,4.27,3.97,4.07,1.00
6.94,4.22,4.32,7.82,5.43,3.50,3.99,5.63,3.99,10.09,3.38,7.37,3.31,8.78,5.22,9.87,8.63,9.80,6.30,3.80,5.73,8.43,9.98,4.67,8.11,8.80,9.40,3.94,3.77,4.61,0.00
6.64,3.73,4.51,4.31,5.12,3.65,4.58,4.75,4.45,5.08,3.51,5.87,5.09,9.45,5.26,9.04,8.94,9.23,7.88,3.64,4.30,4.18,9.82,5.15,9.50,9.12,8.63,3.86,3.78,7.96,1.00
6.10,3.85,4.32,9.81,4.91,3.97,3.83,3.77,3.86,9.80,3.30,6.04,8.17,8.94,5.09,9.77,8.03,8.90,8.60,3.73,7.59,8.39,9.98,7.19,8.31,4.85,8.87,3.82,3.40,6.28,1.00
8.62,5.41,4.26,8.95,4.81,3.74,4.16,3.97,3.85,6.49,4.56,7.47,5.95,7.77,7.00,9.39,6.33,9.09,7.65,3.69,9.95,11.00,11.00,4.55,6.41,8.57,7.42,9.98,9.12,4.76,0.00
8.51,4.43,8.02,10.53,10.26,4.17,4.11,4.42,5.84,9.64,3.72,5.33,8.86,8.12,7.19,10.49,6.28,9.52,8.10,7.53,6.20,6.85,9.43,5.18,8.32,5.64,9.52,3.79,7.72,4.50,1.00
9.34,7.45,4.57,11.26,5.16,3.84,4.39,4.53,4.17,8.06,3.53,4.84,3.39,8.52,6.34,9.68,7.48,8.59,5.08,9.88,4.56,10.99,10.83,4.98,9.26,4.98,8.49,4.07,4.85,5.27,0.00
7.07,4.22,4.20,10.46,7.82,3.71,3.97,4.54,4.09,6.82,4.09,5.46,8.30,8.40,5.18,10.12,7.55,9.70,8.83,8.55,4.11,9.59,10.58,4.81,8.48,4.84,8.67,3.82,7.77,4.63,1.00
6.54,7.56,3.90,7.55,8.38,3.67,8.31,5.28,9.54,4.13,3.39,5.83,5.34,8.30,8.60,5.97,9.13,9.23,7.68,6.52,4.29,6.83,10.23,5.37,9.37,4.91,8.36,3.66,4.55,4.78,1.00
7.48,3.86,4.22,9.50,6.63,3.77,3.79,3.75,6.00,5.78,3.40,7.22,9.79,9.38,6.64,9.49,6.95,7.71,8.19,7.81,4.99,5.14,11.55,5.68,8.79,6.60,8.21,3.90,6.90,5.42,1.00
9.26,5.15,10.58,4.06,8.03,3.63,3.91,6.31,3.90,5.67,3.34,5.43,3.63,7.59,5.33,10.55,9.98,7.84,6.80,3.62,4.01,10.03,8.61,4.95,8.85,8.69,9.66,4.46,3.62,4.90,0.00
7.47,5.92,9.44,8.34,7.78,3.61,5.46,4.50,8.53,10.18,3.37,4.99,10.22,8.42,10.04,10.18,6.83,9.76,8.65,7.82,3.91,7.60,9.05,5.09,8.80,4.43,8.47,3.73,8.10,5.52,0.00
8.13,5.73,4.64,9.59,5.19,3.77,4.88,4.40,4.86,8.19,3.54,6.37,11.69,9.40,10.49,8.10,7.32,10.33,7.96,8.44,4.14,9.27,8.18,6.08,7.19,5.06,7.22,3.71,3.93,4.70,0.00
9.29,4.34,5.03,9.08,5.17,3.76,4.61,4.60,4.56,8.06,3.59,7.86,11.77,8.99,9.40,9.79,6.89,9.68,8.89,6.77,4.07,9.74,9.68,6.17,7.84,6.65,9.06,3.88,7.99,5.28,0.00
9.14,4.27,4.67,10.11,7.28,3.80,3.86,5.96,4.63,10.03,3.49,7.11,10.56,8.45,8.82,10.57,8.24,8.66,8.12,7.88,4.27,10.07,10.05,4.57,8.17,5.05,8.49,4.05,3.75,4.36,0.00
8.83,5.68,11.47,8.43,7.85,3.76,6.07,4.32,9.56,10.29,3.72,5.98,10.97,8.11,11.01,10.16,5.63,9.95,9.01,7.70,4.19,7.91,8.35,5.42,8.91,5.02,8.75,3.91,7.26,5.15,0.00
7.43,7.10,5.06,4.62,6.77,3.61,9.13,7.31,6.96,8.29,3.36,6.90,5.11,9.18,9.33,9.53,7.99,9.53,7.96,7.00,4.14,9.14,9.19,5.56,7.64,4.88,8.50,6.66,5.04,5.89,0.00
5.78,6.21,4.65,10.55,7.42,3.63,7.16,5.19,7.90,7.44,3.52,5.81,4.27,7.42,8.38,10.80,7.81,9.59,7.87,7.62,3.91,9.91,10.50,5.53,8.71,4.79,8.73,4.09,7.47,6.14,1.00
9.37,8.58,12.03,9.91,9.92,3.72,4.72,5.73,3.85,8.80,3.65,7.78,4.10,8.45,5.76,10.05,7.35,8.27,6.09,3.91,5.86,8.26,10.50,5.03,8.14,6.12,8.34,4.20,7.15,5.46,1.00
7.52,4.63,4.64,8.31,5.47,3.42,3.69,4.44,4.16,9.50,3.53,6.03,9.47,8.81,8.59,10.12,7.25,9.57,7.58,8.23,4.31,7.50,10.93,5.68,8.03,4.84,8.45,4.04,5.08,5.39,0.00
7.65,5.49,4.24,4.02,4.93,4.08,3.92,3.85,4.29,6.02,3.90,7.48,3.23,7.67,6.06,10.10,7.22,9.68,4.68,3.82,4.55,11.46,11.48,4.95,8.59,5.08,9.05,3.97,4.02,4.85,0.00
10.64,6.58,10.74,8.17,6.86,4.00,3.76,4.67,3.95,9.47,3.70,6.61,4.75,8.19,5.61,9.49,9.05,8.97,6.95,3.81,4.60,10.36,8.92,4.68,8.15,8.90,8.31,3.76,7.86,4.82,0.00
8.01,8.87,4.47,9.43,5.03,5.73,4.31,4.40,4.14,11.03,5.24,6.99,5.55,8.41,6.91,10.06,7.54,7.95,11.06,9.51,8.41,12.28,10.14,5.46,8.22,5.06,8.20,4.38,8.73,5.13,0.00
6.93,6.13,4.77,3.98,8.96,3.79,8.21,4.75,4.12,4.40,3.30,4.97,3.18,9.04,9.89,9.70,9.42,9.37,7.81,7.37,4.34,8.73,9.65,6.50,8.54,4.82,7.35,7.30,8.14,6.79,1.00
7.59,5.76,11.57,4.02,5.12,3.71,3.81,3.81,4.08,9.77,3.28,5.77,8.93,7.85,5.65,9.56,9.14,7.90,4.33,3.62,4.11,8.59,11.34,4.75,9.09,6.31,9.50,3.73,3.53,5.33,0.00
8.19,4.33,3.95,3.65,4.53,3.84,3.75,4.07,3.78,4.83,3.63,4.88,10.38,9.33,5.57,9.20,6.46,9.44,4.08,7.85,4.03,3.71,12.25,7.13,8.14,4.93,7.78,3.98,3.63,5.00,0.00
7.08,4.26,3.98,7.19,5.57,3.64,3.87,5.53,3.92,8.87,3.48,7.42,8.21,8.37,6.68,9.86,8.40,10.63,4.34,4.68,4.21,3.98,11.60,5.05,8.98,5.99,8.77,3.75,3.57,6.55,0.00
6.36,3.91,4.12,8.70,5.22,3.71,4.08,4.28,4.22,7.43,3.69,5.71,10.70,8.79,5.38,10.33,6.68,10.12,8.98,8.10,4.61,11.49,10.07,7.29,7.66,4.90,8.81,4.12,9.30,6.61,1.00
6.89,4.88,7.21,9.45,8.70,3.45,3.99,4.34,6.28,5.64,3.87,4.63,5.00,7.11,7.60,10.12,7.84,9.16,8.41,6.86,4.39,10.17,9.61,5.04,7.99,7.72,8.48,4.12,7.17,4.64,0.00
