100124700_at,100652898_at,10810_at,1281_at,146857_at,147381_at,147495_at,1604_at,1759_at,1827_at,1847_at,203413_at,256691_at,25797_at,29940_at,3216_at,375033_at,3759_at,401074_at,5090_at,54097_at,54532_at,57639_at,5793_at,64108_at,644246_at,8870_at,9540_at,9603_at,9760_at,label
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
3.33,10.73,9.72,3.62,4.84,5.35,5.00,9.74,10.16,5.28,6.23,3.59,3.47,10.22,8.99,9.34,3.77,4.78,4.08,6.85,3.94,6.26,7.41,6.37,3.42,6.61,10.75,9.85,6.10,3.66,0.00
6.33,13.64,9.21,10.09,4.35,3.93,6.68,11.70,4.91,6.64,6.96,3.61,3.71,4.86,7.68,7.79,4.10,9.88,5.75,8.26,3.70,6.96,4.10,5.12,4.38,5.52,9.88,7.61,5.62,7.42,0.00
3.20,11.23,9.17,3.93,3.92,4.45,4.03,7.56,5.35,7.24,5.38,3.62,3.64,4.10,6.58,4.97,4.14,3.94,4.22,8.25,3.58,6.07,7.65,4.95,7.09,8.60,4.46,4.54,3.85,9.16,1.00
6.73,9.04,9.17,5.34,3.37,9.36,4.30,9.54,8.59,6.87,5.35,3.54,3.39,3.67,7.46,4.72,3.76,4.09,3.63,8.08,3.72,6.81,4.36,6.18,3.74,8.76,9.96,8.80,6.95,3.52,0.00
3.76,8.09,9.54,3.81,4.33,8.24,5.19,5.73,9.52,7.56,5.07,3.44,5.32,10.42,8.37,10.05,3.42,5.60,5.68,9.92,8.79,6.75,4.76,5.00,3.97,7.99,4.88,7.30,4.99,8.95,0.00
5.49,13.02,10.12,8.62,3.39,4.35,4.80,7.02,8.14,6.43,6.39,3.58,3.64,3.60,11.06,5.23,3.86,7.52,4.21,10.03,3.67,6.41,5.44,7.08,3.83,8.12,11.34,4.30,7.01,7.29,1.00
3.35,11.56,5.00,3.73,6.26,4.18,4.27,10.40,8.96,4.46,9.02,8.52,6.36,3.58,9.29,3.77,5.53,4.06,6.48,8.62,3.70,8.31,5.07,5.77,5.15,5.15,12.80,11.13,6.26,3.72,0.00
3.35,12.64,9.59,3.86,6.49,4.07,5.68,10.77,5.26,9.87,6.38,8.62,3.30,11.11,9.36,4.24,3.63,5.59,5.08,8.14,3.87,7.71,4.85,5.29,4.39,6.46,10.13,9.05,5.47,3.49,1.00
3.51,11.20,5.21,3.82,6.00,4.16,3.97,9.53,6.05,6.07,10.04,8.08,6.32,5.49,10.84,5.44,4.65,5.29,6.12,7.71,3.84,7.61,4.87,4.68,8.53,7.02,11.42,9.88,8.93,4.21,1.00
3.54,11.33,9.39,3.78,6.14,4.06,4.00,10.33,6.50,5.16,8.26,9.54,4.86,7.98,11.56,4.71,5.56,4.59,6.11,7.26,3.72,7.66,6.49,5.82,5.30,8.75,12.85,9.83,7.65,3.67,1.00
3.47,11.46,8.20,3.84,3.40,4.36,3.90,7.41,4.94,6.41,7.90,9.15,3.53,3.91,9.71,4.70,3.84,4.05,4.13,7.80,3.69,7.07,4.46,7.33,4.39,8.71,10.34,10.18,6.95,3.54,1.00
3.49,11.21,6.87,3.93,5.51,3.99,4.02,12.22,7.31,5.40,8.89,8.39,3.81,5.37,5.42,7.09,4.10,4.12,9.35,7.93,4.77,7.40,4.31,8.15,4.88,4.37,9.98,10.40,6.20,3.79,0.00
4.16,9.31,5.30,4.30,5.33,12.50,4.12,8.78,8.70,6.84,5.63,3.53,3.67,4.42,5.81,4.66,3.79,5.40,8.43,7.46,7.73,6.96,9.54,6.94,4.11,8.07,8.82,10.42,6.84,3.72,1.00
3.28,12.12,8.40,3.88,6.23,4.11,3.94,10.21,6.78,5.34,8.88,3.62,3.92,7.58,5.26,6.30,3.93,4.22,4.16,6.50,4.16,7.56,4.38,5.17,4.03,8.05,10.48,7.32,6.22,3.81,0.00
3.58,6.95,7.31,3.86,3.93,4.04,4.22,9.73,6.62,7.33,6.89,3.46,3.73,4.94,10.95,4.90,7.14,3.86,4.61,9.26,3.73,7.23,4.81,6.97,5.45,7.54,10.21,9.83,9.02,3.83,0.00
4.35,12.89,9.24,4.27,4.39,6.15,4.19,8.50,6.68,7.64,6.86,6.59,3.69,8.64,8.56,5.64,4.13,4.51,7.64,7.35,3.88,5.90,5.14,5.21,3.68,7.38,12.51,8.54,8.40,3.98,1.00
3.54,10.45,8.40,3.73,3.62,4.28,4.42,9.90,9.90,9.51,10.52,4.18,3.77,7.24,10.91,6.12,6.05,5.95,7.69,7.49,5.15,6.80,6.65,6.97,6.00,4.72,13.74,7.27,8.38,4.48,1.00
3.30,10.00,5.36,3.99,4.11,4.24,4.27,9.89,5.18,5.41,9.78,3.78,4.13,3.71,7.55,4.83,3.76,4.06,4.53,8.57,4.42,8.36,4.57,4.25,4.09,7.93,11.70,10.65,7.47,3.75,0.00
3.43,11.11,7.01,3.85,7.07,4.33,4.08,12.41,4.88,4.82,8.37,9.52,4.15,4.97,5.36,3.69,4.10,4.60,4.38,8.18,4.00,7.83,4.82,8.07,3.94,6.35,11.71,10.76,3.94,3.62,0.00
3.37,11.86,5.18,3.71,3.76,4.29,3.87,9.96,5.96,5.39,6.14,3.58,3.72,3.85,6.11,4.33,8.15,4.73,8.41,6.79,3.61,8.81,5.49,4.51,6.70,4.38,7.47,6.45,6.33,8.50,1.00
5.88,13.68,4.48,3.89,4.20,4.34,5.51,10.81,8.45,4.45,6.38,10.12,3.54,3.46,5.01,6.02,4.95,10.57,4.10,8.56,4.41,8.01,5.02,9.69,6.78,6.57,10.09,9.33,7.88,3.68,0.00
3.48,7.39,4.62,3.77,5.76,4.13,4.24,10.71,9.12,6.67,6.69,3.51,3.52,6.00,5.94,4.31,5.53,4.19,3.91,11.45,3.51,5.26,4.81,4.08,8.17,7.26,8.34,7.80,3.64,5.99,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
5.11,10.66,4.65,3.85,7.85,4.15,3.90,10.88,6.16,6.11,9.84,3.52,3.69,7.34,10.48,8.87,5.11,4.15,4.27,7.89,7.74,9.18,4.65,5.62,7.74,8.17,12.98,6.68,9.38,3.80,1.00
3.58,5.17,7.17,3.81,3.71,4.29,3.98,8.70,5.44,7.55,9.81,3.47,3.69,3.61,6.18,4.38,3.86,4.25,4.11,10.38,3.87,8.90,5.16,10.59,7.18,7.13,5.51,4.18,5.15,4.10,0.00
3.32,11.22,4.90,4.62,6.63,4.00,3.90,8.02,6.80,8.24,7.03,3.57,4.98,3.97,6.70,6.96,4.32,3.76,3.99,6.76,4.10,7.41,5.92,7.80,4.89,8.93,12.47,8.07,8.97,4.97,1.00
3.66,10.98,8.63,3.79,6.91,4.31,4.53,8.27,8.18,6.06,9.40,3.42,3.88,6.52,9.33,6.05,4.67,3.84,6.66,9.41,3.90,8.18,4.22,6.55,3.79,5.21,10.45,9.27,5.39,4.00,0.00
3.42,10.82,6.79,3.75,7.89,4.07,3.99,10.08,5.06,6.43,8.80,3.42,3.61,8.07,10.24,9.20,7.06,4.09,4.37,7.36,5.39,7.19,4.67,6.92,9.55,7.34,11.87,8.43,9.60,3.95,1.00
3.46,11.37,7.13,3.98,7.39,4.14,3.97,9.24,5.71,5.79,10.36,3.37,5.99,6.00,8.34,8.79,7.76,3.93,4.13,8.08,3.78,6.86,4.70,4.42,6.63,6.70,11.34,8.45,6.93,3.87,0.00
3.92,5.41,7.51,4.16,4.92,4.01,4.09,10.45,8.11,7.54,8.93,3.61,3.69,3.56,8.41,6.60,5.99,4.48,7.71,6.79,4.05,6.55,4.62,4.25,3.76,6.61,12.61,9.04,8.11,4.09,0.00
3.34,10.61,6.98,3.60,5.54,4.35,7.64,11.81,5.75,9.47,10.22,8.73,4.21,3.49,3.97,9.13,7.85,3.94,4.36,6.52,3.87,7.49,5.03,7.20,4.82,6.48,11.42,7.45,8.31,3.58,0.00
3.63,8.05,9.10,3.81,3.59,4.53,4.00,9.02,5.04,4.81,6.59,3.57,3.65,4.39,4.76,3.49,3.64,4.04,4.15,8.33,3.96,6.26,4.49,4.50,5.10,6.35,5.78,5.58,5.96,6.97,0.00
3.78,5.13,5.47,3.79,4.18,4.20,4.59,7.39,6.45,9.24,5.03,3.48,3.68,3.46,7.25,4.45,3.73,7.58,7.51,8.43,3.54,5.32,6.74,7.42,8.51,6.95,6.97,7.88,4.93,3.84,1.00
