10371_at,3995_at,4069_at,53827_at,645722_at,6567_at,9781_at,label
4.06,9.32,4.09,9.19,4.17,4.24,7.13,0.00
5.55,7.17,3.89,9.49,4.54,5.18,4.27,0.00
4.91,8.64,3.74,11.59,4.73,10.32,4.35,0.00
5.09,5.81,13.84,10.73,4.19,4.60,6.00,1.00
4.35,7.77,3.99,9.63,6.87,4.50,6.35,0.00
4.07,9.46,3.68,10.80,5.83,8.86,5.08,0.00
4.61,6.74,3.78,8.01,6.94,4.04,8.99,0.00
5.56,5.32,3.99,4.54,4.24,4.91,7.42,0.00
4.71,6.18,3.82,4.29,6.74,7.76,8.84,0.00
7.44,7.54,4.03,7.70,5.11,5.32,7.24,0.00
7.73,7.90,3.84,10.17,6.78,5.37,7.18,1.00
7.09,7.77,3.74,9.80,4.69,5.25,4.45,0.00
5.26,8.04,3.84,7.23,4.80,7.08,6.74,0.00
6.50,8.80,3.78,12.37,5.20,7.24,6.06,0.00
5.24,8.03,3.64,6.69,4.24,5.71,7.03,0.00
7.07,9.06,3.70,12.36,4.30,5.49,4.24,1.00
5.33,5.53,3.92,4.84,4.89,8.54,9.78,0.00
7.92,8.24,3.96,9.74,4.28,5.84,7.77,1.00
8.79,7.00,3.84,9.82,4.49,4.66,6.39,1.00
8.12,6.76,4.02,11.78,5.53,4.61,7.01,1.00
5.66,5.10,4.04,5.69,4.54,4.46,4.35,0.00
7.55,7.26,3.96,10.78,4.01,4.92,4.55,0.00
8.28,6.71,3.82,10.78,4.20,5.75,5.42,1.00
8.10,6.17,4.25,12.38,4.62,6.42,4.95,1.00
8.85,5.86,4.10,10.69,4.13,6.15,6.31,1.00
4.30,7.18,4.19,4.57,7.69,4.37,7.27,0.00
9.64,7.74,3.87,10.72,4.28,7.87,8.32,0.00
10.28,8.53,3.70,9.57,5.00,7.52,4.42,0.00
8.62,7.94,4.68,10.97,4.25,6.95,6.75,1.00
4.70,5.16,3.66,4.28,4.05,5.31,4.57,0.00
4.50,5.73,10.49,11.48,4.13,5.01,6.86,1.00
4.62,7.73,13.78,8.53,4.04,5.42,5.33,1.00
4.54,8.01,3.72,9.63,4.06,7.34,7.28,0.00
4.10,8.11,3.68,9.78,4.45,7.02,7.10,0.00
4.31,8.01,3.78,9.72,4.00,6.17,7.10,0.00
5.23,5.08,13.67,10.49,4.31,4.67,8.67,1.00
4.52,6.03,12.49,9.95,4.32,4.74,9.23,1.00
4.77,7.54,4.17,9.18,4.78,4.36,4.05,0.00
7.77,5.24,13.50,9.21,4.33,4.46,6.57,1.00
10.13,9.41,3.92,9.29,4.51,8.15,4.86,1.00
7.61,6.62,12.74,10.06,4.73,4.32,6.95,1.00
4.59,8.42,3.82,7.91,5.37,4.98,5.37,0.00
4.90,9.25,3.94,5.16,6.10,4.45,4.32,0.00
7.32,6.42,13.11,11.92,4.33,4.63,8.68,1.00
4.94,9.51,3.84,9.57,4.12,4.96,4.43,0.00
7.80,6.31,5.95,9.51,4.77,4.73,4.47,1.00
6.65,8.36,4.40,11.03,3.93,4.21,5.20,1.00
7.90,8.21,3.99,10.93,5.16,7.89,7.34,0.00
9.83,9.09,4.06,9.45,4.79,4.50,7.93,1.00
8.88,6.87,5.10,9.59,4.10,4.65,7.82,1.00
4.41,8.48,4.08,9.43,4.29,4.13,4.19,0.00
4.78,8.00,4.19,9.40,4.87,7.72,7.33,0.00
7.74,8.06,3.78,9.37,5.52,6.72,7.07,0.00
7.63,8.11,3.89,10.75,4.13,6.64,6.40,1.00
4.85,7.99,3.89,11.05,6.22,4.39,7.35,1.00
4.48,6.15,3.93,9.50,4.32,5.03,8.46,0.00
5.40,6.91,4.37,11.28,6.85,5.20,5.58,1.00
5.06,7.76,3.91,11.17,6.27,5.77,9.57,1.00
6.11,8.13,3.91,6.04,5.13,6.19,5.77,0.00
9.94,8.03,3.81,11.92,5.56,10.22,4.28,0.00
4.52,9.02,3.88,10.77,6.18,4.21,4.53,0.00
6.55,5.83,3.84,4.29,4.06,4.42,9.34,0.00
4.12,6.05,13.99,9.55,4.35,4.26,4.65,1.00
4.01,5.39,3.75,4.30,10.41,5.29,9.12,1.00
6.71,8.67,3.85,5.75,7.81,9.73,7.37,0.00
4.46,6.30,3.67,9.98,4.00,9.77,6.28,0.00
7.84,5.93,11.30,11.12,4.89,4.65,4.33,1.00
5.11,6.81,3.85,7.66,4.25,6.02,8.64,0.00
4.94,7.59,3.94,10.52,4.50,4.46,9.03,1.00
6.22,9.03,4.26,11.11,5.93,4.56,7.37,0.00
6.06,7.49,4.46,9.87,6.51,3.96,9.95,1.00
7.33,8.09,3.81,9.53,9.35,5.78,7.98,1.00
5.24,5.55,3.79,4.39,10.13,7.23,9.87,0.00
6.78,9.93,4.12,9.71,4.19,5.15,7.24,0.00
8.64,7.95,3.70,9.67,4.24,4.27,7.03,1.00
7.50,8.69,3.78,10.45,6.21,11.10,5.02,0.00
8.51,7.43,4.08,9.56,6.32,9.28,5.36,0.00
4.59,10.03,3.83,10.62,4.30,4.90,6.01,0.00
4.50,6.63,3.95,4.94,4.27,5.29,5.82,0.00
6.93,8.99,3.71,8.39,4.24,10.28,6.93,0.00
7.54,7.62,11.06,10.48,4.21,7.59,5.50,1.00
6.22,6.20,12.87,10.09,3.99,4.89,4.44,1.00
6.32,8.41,4.75,10.78,5.44,5.41,4.49,1.00
6.13,7.81,3.94,10.22,4.42,4.76,7.66,1.00
9.87,7.92,5.00,7.73,7.79,4.44,4.18,1.00
4.59,6.89,3.84,9.36,6.05,4.86,4.94,0.00
6.45,8.02,3.82,8.79,4.51,7.16,6.52,0.00
6.65,9.91,3.93,9.37,3.69,4.03,6.65,0.00
4.47,8.86,3.72,7.93,4.11,4.26,6.08,0.00
4.20,9.36,4.19,9.03,4.28,4.53,3.75,0.00
7.76,6.54,3.83,9.04,3.97,4.44,9.03,1.00
9.64,7.77,3.96,11.06,4.63,8.98,8.01,0.00
4.65,8.61,5.20,10.60,7.04,4.45,9.55,1.00
8.72,7.83,4.20,10.34,7.46,4.36,9.59,1.00
4.84,9.32,4.32,9.90,4.25,5.41,6.38,0.00
5.40,7.32,4.50,10.24,6.65,5.02,9.27,1.00
6.82,7.67,3.83,13.65,7.90,4.69,9.67,1.00
8.04,8.91,3.65,11.30,4.59,8.41,7.48,1.00
6.44,6.82,4.30,10.94,6.82,5.46,8.91,1.00
5.61,8.26,4.24,9.95,5.82,4.32,9.10,1.00
4.29,5.56,3.80,4.57,4.24,8.67,5.63,0.00
