10098_at,10643_at,11012_at,114327_at,114569_at,1293_at,146857_at,1543_at,1573_at,25797_at,2878_at,29113_at,3248_at,3624_at,389376_at,4016_at,4038_at,4312_at,53827_at,55353_at,55819_at,57535_at,5891_at,59277_at,6003_at,654433_at,7306_at,83988_at,84958_at,9770_at,label
7.74,4.13,4.42,6.71,13.05,3.84,5.43,9.09,4.14,4.33,4.98,5.17,10.67,5.70,3.60,4.50,4.60,3.40,4.98,11.63,9.53,6.71,5.69,11.97,3.41,4.10,4.01,6.90,8.20,4.01,1.00
8.33,6.11,5.04,8.66,11.61,4.18,7.15,4.88,10.28,3.48,10.88,5.06,13.51,3.89,8.96,8.38,4.44,3.66,5.83,11.45,7.66,10.56,6.82,11.20,3.32,6.67,10.64,8.01,9.42,4.03,0.00
7.09,9.48,4.56,6.60,11.75,4.15,6.98,7.05,6.80,6.94,4.39,5.70,4.01,7.94,3.55,4.51,4.42,3.12,11.72,11.63,10.05,5.87,7.34,11.25,3.39,4.55,4.12,4.37,6.84,4.52,1.00
5.99,11.50,4.59,6.78,4.08,3.79,5.53,5.38,4.14,3.83,4.07,4.95,4.14,3.88,4.11,3.37,4.23,3.86,8.33,8.39,8.98,4.47,6.85,3.75,3.90,4.17,3.84,5.35,7.21,10.01,1.00
5.25,10.71,4.88,7.47,4.18,3.84,3.67,4.96,4.29,3.36,4.35,4.99,3.87,4.03,3.59,3.74,5.84,9.74,9.96,12.01,8.95,4.15,6.02,3.67,3.65,3.95,12.99,7.48,5.59,4.85,0.00
5.70,10.34,4.63,7.19,4.20,7.03,3.47,5.93,4.67,9.28,4.65,5.10,5.40,4.30,3.84,3.02,4.93,3.41,9.65,11.86,10.16,4.21,7.80,4.06,3.42,3.93,12.93,7.50,4.85,5.11,0.00
5.31,9.53,5.40,7.01,10.90,4.19,3.79,8.14,4.49,3.86,4.29,5.80,4.05,4.08,4.04,5.42,4.58,4.07,10.78,12.65,9.14,4.51,6.20,7.69,3.44,4.18,4.40,5.31,8.08,4.47,1.00
7.49,11.15,4.04,7.49,4.06,4.47,3.99,4.46,8.28,5.40,4.17,5.06,4.35,3.94,3.66,8.79,6.62,3.44,8.74,11.35,9.43,4.16,5.73,10.19,3.31,8.13,3.73,3.56,4.57,7.14,1.00
4.51,12.14,4.57,7.08,4.36,9.88,3.49,6.76,4.07,7.76,4.38,5.40,3.94,3.92,3.56,3.46,5.94,6.34,9.85,11.17,9.58,4.23,11.17,3.70,3.51,6.32,4.46,3.76,6.38,5.26,0.00
5.09,11.45,5.07,7.17,3.94,4.17,5.44,4.89,5.12,5.13,4.15,5.07,4.06,3.99,3.80,3.45,4.22,3.55,9.19,3.91,10.14,4.52,4.73,3.54,3.34,3.76,3.76,4.04,7.82,11.82,1.00
7.06,8.96,4.55,6.40,4.20,4.16,5.47,6.47,4.32,3.62,4.36,5.10,6.19,4.21,3.95,4.11,4.91,3.76,9.49,4.51,3.94,4.34,6.87,3.59,5.28,4.13,3.71,9.35,7.33,8.70,0.00
8.81,8.20,4.87,7.75,3.95,4.60,3.51,5.10,4.50,3.61,8.59,4.68,3.99,6.37,3.64,12.64,6.69,3.48,11.59,11.73,10.20,4.68,8.73,7.69,3.52,4.02,9.72,3.87,5.12,8.06,0.00
9.65,7.41,4.51,6.89,4.08,7.96,3.92,4.81,5.04,4.10,4.62,5.05,10.83,3.98,3.66,5.91,5.09,3.48,10.89,7.71,11.42,4.50,5.68,3.77,3.76,6.06,4.17,4.56,9.18,10.01,1.00
4.68,5.01,4.75,7.11,3.91,4.11,7.25,5.11,4.72,5.49,4.46,5.28,4.01,4.10,3.88,3.41,4.42,3.67,10.73,11.40,11.60,4.27,4.73,3.77,3.69,4.23,3.90,8.34,8.33,10.55,1.00
8.09,10.71,5.08,8.95,10.50,6.23,4.33,6.52,3.74,10.42,4.62,4.47,4.76,4.11,3.80,7.83,5.71,3.52,4.54,11.59,8.07,6.64,6.20,7.33,3.32,6.48,3.90,8.29,5.11,4.45,0.00
6.76,11.23,4.53,8.88,4.37,10.12,3.57,5.77,5.66,10.76,8.89,5.27,4.01,9.81,3.57,4.91,7.46,10.71,11.52,11.99,9.00,4.76,8.57,5.64,3.43,8.66,4.31,4.00,4.50,3.70,0.00
8.62,10.65,4.70,7.88,9.15,4.16,3.39,8.87,4.96,3.60,5.58,4.94,8.72,3.92,3.58,10.96,7.46,4.08,7.70,13.23,8.88,4.83,7.57,6.67,3.47,4.01,7.79,4.83,5.56,5.53,1.00
7.94,9.56,4.80,7.82,10.68,3.94,6.59,5.20,5.41,4.32,6.02,4.55,4.79,3.83,3.69,4.12,5.31,3.71,10.17,12.21,8.57,4.39,6.70,10.75,3.53,3.72,3.74,3.62,4.33,6.52,1.00
5.29,12.17,4.66,6.96,7.70,4.12,6.49,8.77,4.11,11.11,4.43,5.34,4.17,6.39,3.62,7.92,6.16,3.20,10.31,12.27,9.04,4.40,5.68,10.82,3.46,6.99,3.99,3.96,7.70,4.30,1.00
7.83,9.97,5.06,8.09,12.33,4.31,4.38,5.26,7.90,3.68,8.38,5.21,8.08,3.92,6.05,5.47,6.44,3.71,9.79,11.98,9.21,7.82,6.84,10.20,3.48,6.52,4.14,4.02,8.80,4.32,1.00
4.59,11.39,5.03,8.58,4.80,4.32,4.45,5.74,4.44,8.72,6.56,4.68,4.77,3.86,3.55,7.63,10.05,3.71,5.79,12.53,9.57,4.12,7.40,4.23,8.10,7.71,6.77,3.98,5.11,3.96,0.00
6.59,11.96,4.78,7.50,12.71,4.11,8.09,7.33,4.69,4.14,4.95,5.08,3.82,4.26,3.70,6.06,5.58,3.81,12.37,11.89,8.46,4.67,6.64,11.49,3.24,4.32,3.97,3.78,7.21,4.21,1.00
7.83,7.86,4.61,6.73,12.18,4.27,6.14,4.39,6.36,7.98,11.55,4.76,6.49,7.10,3.94,7.45,5.75,5.67,12.36,12.12,10.37,4.42,6.76,9.42,3.38,5.25,3.84,3.90,7.82,3.90,1.00
5.92,11.85,4.47,8.80,11.43,3.83,7.73,6.76,5.97,3.58,10.71,5.01,4.50,3.95,3.92,7.59,5.19,3.83,9.78,11.65,11.04,4.38,6.38,9.53,3.39,4.44,3.98,3.61,7.23,3.94,1.00
8.64,10.82,4.47,6.63,12.96,4.18,6.62,10.34,7.80,6.87,8.09,5.08,9.71,3.84,12.46,3.32,4.77,3.62,9.60,11.59,9.35,4.46,6.61,11.06,3.40,4.37,3.83,6.95,7.37,6.11,1.00
9.07,11.77,4.71,8.94,4.10,4.11,4.91,7.41,4.24,3.92,8.38,4.84,3.89,6.50,3.30,5.70,4.54,3.77,11.20,12.23,9.30,4.42,8.74,12.24,3.36,8.28,3.72,3.77,4.52,7.47,1.00
7.45,10.62,8.51,7.74,12.64,4.34,5.33,5.21,6.20,4.42,6.04,5.05,5.78,3.91,3.76,5.24,5.60,3.62,4.38,12.23,8.48,4.23,4.86,4.00,11.37,7.91,6.63,3.80,5.05,4.28,0.00
