100127983_at,100131187_at,10363_at,10457_at,11082_at,140883_at,1522_at,1528_at,2040_at,2294_at,23189_at,23312_at,246777_at,25928_at,2719_at,283554_at,286319_at,3400_at,340542_at,4781_at,5055_at,51760_at,51765_at,5266_at,5325_at,54625_at,5530_at,5570_at,55752_at,5577_at,629_at,6519_at,7504_at,79918_at,8404_at,8406_at,84525_at,868_at,9245_at,9732_at,label
9.96,3.51,8.24,3.85,12.53,6.87,4.20,9.04,8.69,8.47,9.69,9.06,3.50,4.05,3.61,4.14,9.27,4.65,7.28,7.20,8.56,4.27,9.99,4.14,8.57,5.53,9.89,7.57,8.72,8.55,4.54,5.32,4.49,6.83,4.24,12.03,9.29,9.97,3.90,11.38,0.00
4.60,9.75,7.22,5.19,4.05,7.08,9.00,10.98,8.62,3.80,8.05,8.81,3.78,4.04,3.86,4.86,4.47,9.14,10.74,4.87,4.03,4.04,8.93,4.00,3.61,6.62,9.83,4.65,9.52,4.00,4.64,8.21,3.47,8.73,4.81,4.02,4.14,6.14,8.62,9.24,1.00
6.02,9.21,7.62,9.23,3.69,7.39,9.22,11.08,9.67,4.46,7.27,9.90,3.65,10.48,4.11,4.47,8.50,11.18,4.89,9.12,3.73,5.28,8.91,4.39,8.02,6.47,10.10,3.57,8.88,4.40,4.74,5.75,8.55,8.26,6.01,4.83,4.12,9.97,8.76,6.69,1.00
4.59,9.76,7.24,7.18,3.66,6.89,9.37,11.06,9.33,4.04,7.72,9.31,3.69,3.90,4.34,4.35,4.56,7.57,5.28,8.84,9.03,6.79,8.61,6.51,3.47,6.83,10.10,3.66,8.89,7.61,4.86,5.59,3.42,8.57,4.98,3.75,3.92,6.24,5.36,5.26,1.00
10.01,4.13,7.46,4.97,13.07,4.83,8.09,9.80,10.16,5.84,8.47,7.54,3.86,4.26,3.77,4.34,5.01,4.92,10.60,7.96,3.95,4.22,8.99,4.03,8.61,6.40,9.87,4.14,9.37,7.24,4.61,4.76,3.43,4.11,4.80,11.27,5.11,6.81,3.98,10.60,1.00
5.15,3.51,7.70,4.48,3.81,7.15,6.42,10.13,11.06,4.35,7.60,9.03,3.73,4.47,4.07,3.53,5.09,4.80,5.13,8.99,5.67,4.60,8.60,4.57,8.75,6.00,11.94,3.60,8.22,9.52,4.40,6.33,3.69,8.15,4.76,6.16,4.21,7.81,4.24,4.36,0.00
9.39,3.62,7.78,3.75,3.74,5.35,7.50,9.97,5.86,9.54,9.57,8.62,3.61,4.06,3.65,6.25,10.61,11.36,6.81,5.42,7.84,4.18,7.92,4.06,6.55,5.37,8.22,5.30,7.24,10.97,4.05,4.49,3.57,4.18,4.13,4.98,4.20,8.37,4.02,11.06,1.00
4.46,3.68,6.08,9.25,11.46,4.26,8.91,9.56,9.59,4.63,8.49,8.84,3.64,4.01,3.89,6.18,4.94,4.61,7.85,5.55,10.80,4.48,8.56,3.94,3.67,6.04,9.39,7.10,8.29,8.22,5.70,4.92,3.78,8.33,4.44,12.04,4.13,8.33,5.93,9.88,1.00
8.57,5.64,6.27,12.39,7.53,4.67,8.91,10.46,10.93,10.28,8.65,8.71,3.88,4.15,3.98,4.27,9.42,5.31,5.20,4.15,10.64,3.98,4.47,4.11,9.41,6.01,10.23,3.53,9.80,8.22,5.36,5.26,3.80,6.92,4.43,10.87,6.89,7.98,3.94,9.26,1.00
8.70,3.75,6.02,6.83,8.78,5.74,8.62,10.72,10.46,9.56,8.51,8.21,5.99,4.24,3.92,4.55,9.01,6.97,5.18,6.90,12.45,3.92,4.46,4.45,9.49,5.75,10.27,4.04,10.59,8.41,5.40,6.30,3.50,6.49,4.10,10.08,8.02,7.58,4.31,8.48,1.00
8.76,8.91,7.01,12.54,3.84,8.51,9.73,9.59,10.61,4.46,10.23,10.37,9.16,4.27,7.60,5.63,9.93,7.26,5.16,6.78,4.36,3.97,7.87,4.70,6.42,6.37,8.96,5.43,7.61,8.75,5.14,5.82,3.80,7.84,10.37,12.59,4.69,8.75,4.58,9.64,0.00
8.55,7.28,7.49,11.25,9.54,7.33,10.59,9.01,11.15,7.90,9.14,8.08,3.72,4.98,4.27,4.29,9.93,7.89,5.53,6.77,12.35,4.01,8.54,5.43,6.98,7.30,10.08,4.96,8.79,9.12,5.55,4.83,4.08,7.97,4.27,13.33,3.80,7.11,4.28,8.25,1.00
4.81,10.00,5.78,11.94,3.73,4.67,7.05,8.63,9.19,3.85,7.85,7.99,4.67,5.53,3.75,4.19,9.65,5.18,8.49,8.04,9.26,5.62,8.22,10.23,7.87,7.28,10.70,3.38,7.68,5.26,4.81,5.17,5.41,7.13,7.11,7.20,4.42,8.76,4.34,4.78,0.00
4.20,12.09,6.76,7.91,3.67,4.84,6.89,9.62,7.45,4.05,8.47,8.97,3.66,4.12,4.42,3.65,10.42,12.60,5.27,6.11,9.33,6.72,8.77,7.66,3.69,8.88,10.91,7.28,9.01,10.06,7.32,4.60,5.90,8.36,4.52,3.99,3.92,8.30,4.65,4.81,1.00
8.75,4.06,7.41,12.36,4.07,4.97,10.02,9.34,10.10,5.66,9.14,8.89,3.71,4.17,4.69,3.95,9.84,7.42,5.77,7.59,4.19,4.07,7.09,4.01,3.32,5.93,8.67,3.56,8.38,9.82,4.45,5.35,3.88,8.17,4.76,12.81,4.03,8.43,3.86,9.00,1.00
5.17,9.83,7.44,4.25,3.44,4.87,10.53,10.29,9.99,3.95,3.53,9.37,3.84,4.69,3.92,4.38,4.13,7.04,7.76,7.95,9.16,4.10,9.24,4.21,6.54,7.75,10.05,9.15,8.83,4.37,5.89,4.79,8.04,8.45,4.32,5.31,8.08,8.06,4.92,5.73,1.00
6.61,4.15,8.10,5.14,10.07,5.94,7.07,10.95,10.82,3.64,7.11,8.13,3.51,4.40,3.69,4.47,9.88,6.40,8.36,5.56,3.86,7.52,8.36,4.19,3.67,7.20,10.21,3.70,8.53,6.86,4.39,5.42,4.56,7.55,4.64,8.25,4.17,6.91,4.09,9.72,1.00
8.83,3.92,8.30,12.71,3.56,7.64,7.70,9.59,11.51,4.10,10.25,8.70,3.97,4.20,3.92,3.58,9.96,8.98,5.20,7.09,6.57,4.00,7.83,4.30,3.59,6.55,8.82,3.49,9.17,9.24,4.62,4.51,4.13,8.45,4.37,12.87,3.76,8.99,4.28,8.33,1.00
7.64,8.76,8.04,7.13,3.73,7.56,8.85,10.49,8.93,3.92,8.41,8.71,8.01,8.66,4.69,6.24,10.90,8.57,10.08,8.66,3.59,6.20,8.21,4.16,8.61,3.93,9.83,4.95,9.12,8.11,4.32,4.40,8.24,8.49,4.26,8.54,4.03,8.63,5.05,5.63,0.00
7.61,9.56,7.24,5.17,3.62,4.96,8.15,10.23,7.04,4.22,8.78,8.53,3.98,4.30,3.87,4.98,4.61,10.49,6.58,7.59,5.44,4.34,7.50,4.78,4.14,7.35,10.62,3.65,7.34,4.51,7.42,6.41,3.85,8.20,4.39,6.27,4.93,8.07,4.48,8.99,1.00
7.56,9.00,6.41,7.83,4.30,4.26,9.28,11.02,6.42,6.28,7.84,7.79,3.68,3.73,4.11,5.09,10.90,6.08,6.55,7.83,4.00,6.01,7.34,4.66,3.64,6.24,9.99,3.75,8.28,5.33,6.22,5.08,4.68,8.09,4.52,9.51,3.92,7.35,4.46,5.72,0.00
4.80,8.93,7.20,10.04,3.87,4.68,8.50,9.36,8.16,5.46,6.98,9.12,3.80,4.30,3.97,5.12,4.49,4.59,5.60,8.59,11.28,5.65,7.26,4.85,8.13,7.00,10.22,8.08,8.38,3.99,5.81,6.38,3.55,7.73,6.19,10.26,3.74,9.02,5.11,9.65,0.00
6.25,4.43,6.81,4.37,3.33,4.80,5.73,9.85,8.85,4.68,9.12,8.55,3.75,4.88,12.01,4.50,5.45,5.36,12.10,6.66,3.85,5.00,9.44,5.55,9.50,6.69,9.07,4.36,7.73,8.86,6.24,6.68,5.17,8.83,5.15,5.51,4.54,7.84,8.18,8.64,0.00
4.02,3.42,8.19,4.32,3.80,8.06,4.39,10.38,9.89,4.33,7.68,9.70,8.79,3.67,4.39,6.79,9.55,7.30,8.27,8.21,3.80,3.98,3.32,4.09,8.32,6.37,10.54,3.39,10.32,8.74,4.14,5.65,3.71,8.07,4.64,9.30,3.80,7.42,4.10,7.08,0.00
