ENSG00000175183,ENSG00000170323,ENSG00000086205,ENSG00000154589,ENSG00000163083,ENSG00000100852,ENSG00000167191,ENSG00000082497,ENSG00000105497,ENSG00000116014,label
4.16,3.12,2.55,5.81,4.59,6.88,4.41,4.75,4.05,3.41,0.00
6.45,3.68,2.58,3.01,3.21,6.71,3.37,3.61,4.07,3.55,0.00
5.58,2.81,2.76,7.50,2.71,7.50,7.79,6.10,4.10,3.23,0.00
4.25,3.05,2.68,5.34,2.80,6.12,3.36,3.58,5.27,3.18,0.00
3.49,3.03,2.45,10.23,4.32,4.37,3.34,3.24,4.39,4.36,0.00
6.58,3.07,2.59,8.16,2.69,6.65,3.18,3.72,4.07,3.20,0.00
3.85,2.97,2.97,7.99,9.55,6.85,4.18,6.29,3.80,3.35,0.00
4.46,3.20,2.50,4.21,9.56,7.04,4.52,4.68,4.59,3.39,0.00
5.59,11.62,2.63,7.92,4.98,7.49,4.05,5.66,5.70,2.93,0.00
5.20,2.84,2.53,9.69,2.97,6.06,3.20,3.47,3.40,3.09,0.00
4.01,2.79,2.61,9.11,2.92,6.28,7.26,3.46,4.20,3.17,0.00
6.89,2.85,2.63,8.14,9.52,6.24,4.24,6.29,5.40,3.24,0.00
6.51,2.87,2.42,3.06,2.89,6.62,4.05,7.61,3.83,3.12,0.00
8.22,2.96,2.63,7.30,5.28,6.70,3.94,6.97,4.83,3.08,0.00
7.53,2.94,2.62,5.34,7.42,6.03,4.18,6.68,3.94,3.35,0.00
7.12,2.93,2.98,3.33,8.69,7.19,4.31,6.85,4.36,3.15,0.00
3.01,3.09,2.99,7.70,2.98,5.27,3.24,3.35,4.41,3.35,0.00
6.19,8.40,2.54,2.60,7.23,6.32,4.28,6.10,3.43,3.30,0.00
3.35,3.02,2.64,7.43,2.96,5.26,3.32,3.91,3.79,3.00,0.00
6.99,2.75,2.68,2.93,5.03,6.97,3.60,6.99,4.17,3.17,0.00
4.90,3.02,2.74,2.95,8.33,6.95,4.66,9.30,3.34,3.14,0.00
3.15,3.28,2.72,9.14,2.96,5.10,3.51,3.78,4.24,3.88,0.00
3.24,3.19,2.69,8.03,2.78,5.87,3.29,3.38,5.05,3.31,0.00
5.36,2.94,2.92,3.53,8.40,6.75,7.20,3.07,4.29,3.32,0.00
6.07,3.39,2.69,8.87,3.18,6.79,3.45,3.78,3.35,3.17,0.00
3.38,2.98,2.66,5.88,2.71,3.96,3.33,3.35,3.34,3.23,0.00
8.46,3.48,2.50,7.30,3.63,6.92,4.09,7.42,4.07,3.14,0.00
6.30,2.99,2.49,2.56,11.53,6.72,3.39,4.80,4.26,3.53,0.00
3.78,3.29,2.87,6.31,2.86,5.29,3.51,3.99,4.33,3.19,0.00
4.22,2.92,2.80,8.23,8.49,5.97,3.44,2.96,4.30,3.45,0.00
3.79,2.81,2.48,9.17,3.07,5.57,3.49,3.21,5.07,3.08,0.00
2.85,2.88,2.47,5.64,2.70,5.52,3.29,3.41,5.46,3.27,0.00
4.23,3.21,2.85,3.32,9.74,5.61,3.42,6.79,3.87,3.27,0.00
4.77,3.17,2.53,3.57,2.90,6.39,3.97,4.44,3.17,3.20,0.00
7.41,2.65,2.55,3.78,10.79,6.34,3.52,8.29,5.41,3.34,0.00
8.12,3.11,2.48,3.13,2.80,5.95,3.85,4.46,4.55,3.01,0.00
5.31,2.94,2.50,6.87,2.88,6.74,3.12,3.38,4.16,4.32,0.00
3.58,7.70,2.74,6.92,2.80,5.95,3.37,3.15,4.49,3.31,0.00
6.31,5.94,2.47,2.96,2.77,6.60,3.70,4.74,4.08,3.36,0.00
3.45,3.25,2.62,3.32,2.72,5.29,3.44,3.31,7.30,3.23,0.00
4.03,3.03,2.62,7.00,3.30,6.23,3.35,5.00,3.25,3.37,0.00
4.93,3.01,2.50,2.99,2.93,6.15,3.45,4.44,4.16,3.57,0.00
8.30,2.84,2.69,2.90,3.66,6.81,4.27,8.42,4.57,3.05,0.00
3.91,3.12,2.54,4.49,8.62,6.96,5.58,6.94,4.28,3.00,0.00
6.28,3.03,2.61,3.06,2.89,6.28,3.36,7.44,3.51,3.17,0.00
3.93,3.10,2.58,8.66,2.74,6.19,3.17,3.48,5.82,3.38,0.00
3.43,2.95,2.54,6.72,2.72,5.14,3.21,3.42,3.93,3.17,0.00
3.42,9.18,2.54,7.59,2.81,3.92,3.97,3.39,4.38,3.72,0.00
7.82,2.90,2.68,7.27,2.75,7.18,3.38,7.48,5.05,3.09,0.00
3.54,3.10,2.65,7.39,2.89,6.97,3.30,3.23,3.43,3.52,0.00
3.39,3.08,2.61,6.21,2.91,7.19,3.22,3.54,5.54,3.09,0.00
4.57,2.80,2.99,3.71,3.09,4.38,3.56,3.62,4.36,3.41,0.00
3.30,2.76,2.58,7.75,2.78,5.38,3.22,2.98,5.50,3.30,0.00
9.04,3.45,2.51,8.53,3.24,6.83,5.37,7.77,4.14,3.26,1.00
3.40,2.90,2.63,3.85,2.84,5.22,3.43,3.66,7.15,3.87,0.00
3.36,2.78,2.63,4.84,2.90,4.21,3.41,3.79,3.11,8.14,0.00
7.34,3.43,2.62,6.95,2.91,6.49,5.81,9.32,4.19,3.28,0.00
3.61,2.92,2.76,4.75,2.79,3.36,3.34,3.13,5.53,3.29,0.00
3.26,8.81,2.89,2.88,2.84,7.50,8.50,3.62,4.03,3.30,0.00
3.77,2.91,3.17,4.22,3.09,3.65,3.25,3.03,4.93,3.23,0.00
3.06,3.03,2.50,6.27,2.76,4.44,3.35,3.21,6.95,3.18,0.00
3.77,3.31,2.55,4.25,2.92,7.62,3.42,3.10,4.05,3.55,0.00
3.63,9.70,2.55,3.32,3.40,6.17,3.22,3.44,4.15,3.41,0.00
4.42,2.84,2.53,5.47,2.69,5.53,3.32,3.34,5.32,3.27,0.00
3.58,2.98,2.56,7.62,2.92,4.17,3.33,3.54,7.25,3.39,0.00
3.72,2.73,2.98,4.98,3.92,6.35,5.11,7.85,3.39,3.03,0.00
5.03,2.94,2.70,4.92,2.96,5.52,3.32,3.43,4.50,3.30,0.00
2.96,2.93,8.22,3.18,4.85,5.90,3.57,3.21,3.99,3.32,0.00
3.69,2.94,2.67,5.34,2.52,6.57,3.27,3.49,4.70,3.06,0.00
3.91,3.14,2.73,6.85,2.80,4.50,3.39,3.68,4.02,3.08,0.00
4.56,2.84,2.71,3.11,10.73,7.33,4.30,8.27,4.77,3.16,0.00
4.61,2.99,2.53,2.94,2.64,7.15,3.30,3.66,3.10,3.09,0.00
3.81,2.92,2.64,3.17,2.76,7.63,3.23,3.25,3.78,3.18,0.00
3.54,2.84,2.55,3.44,7.52,5.58,3.12,9.43,4.48,3.72,0.00
3.43,2.74,2.59,4.98,2.78,5.79,3.19,3.28,8.11,2.98,0.00
6.41,2.91,2.53,3.33,3.92,6.01,3.30,8.93,4.06,3.31,0.00
6.34,3.35,2.73,5.42,2.82,4.27,3.30,3.25,4.98,3.26,0.00
3.66,2.99,2.70,3.88,3.15,4.06,3.33,3.27,5.14,3.25,0.00
4.87,3.20,2.47,5.55,3.01,4.10,3.09,7.91,4.08,3.26,0.00
5.40,2.98,2.73,6.69,2.86,3.75,3.33,3.41,3.60,3.39,0.00
3.20,2.77,2.71,6.92,2.91,3.73,3.33,3.43,3.78,4.31,0.00
7.13,3.06,2.59,7.58,6.24,6.91,4.25,8.57,4.93,3.12,0.00
5.45,3.88,2.56,6.94,2.81,5.94,5.55,3.97,4.38,3.27,0.00
8.06,2.96,2.58,3.46,2.50,6.60,3.37,3.95,4.63,3.57,0.00
3.64,3.19,2.42,3.13,3.11,6.94,3.33,3.63,3.27,3.28,1.00
3.02,3.11,3.29,3.47,2.85,7.37,3.26,3.56,3.92,3.60,0.00
6.78,3.75,2.51,3.18,2.91,6.36,3.38,7.10,4.77,3.14,0.00
7.47,3.35,2.30,6.59,5.23,6.38,5.46,6.89,4.98,3.07,0.00
6.07,3.15,2.54,7.43,2.79,6.97,3.26,3.89,4.55,3.12,0.00
3.70,3.54,2.40,7.47,2.91,3.23,3.40,3.52,4.73,3.19,0.00
8.01,3.23,2.53,6.48,2.74,6.48,3.45,4.14,4.31,3.10,0.00
9.44,3.08,3.16,3.55,2.69,6.08,5.97,7.06,4.17,3.20,0.00
3.96,2.85,2.65,3.60,7.56,6.58,4.39,7.01,3.66,3.38,0.00
4.92,3.04,2.50,2.72,2.97,8.31,3.16,3.13,4.15,3.23,0.00
7.34,2.99,2.73,3.37,2.95,6.18,3.88,6.11,4.34,3.22,0.00
8.80,2.78,2.47,4.68,5.45,6.65,3.97,7.79,4.74,3.52,0.00
6.17,3.17,2.89,3.15,3.05,5.09,3.66,4.59,3.66,3.56,0.00
7.55,2.85,2.66,7.54,9.46,6.85,4.93,4.91,4.52,3.57,0.00
8.26,3.26,2.68,3.04,7.83,6.02,4.69,7.05,5.10,3.50,0.00
6.51,11.00,2.37,6.23,8.06,6.98,5.60,6.60,3.68,3.07,0.00
2.92,2.82,2.75,3.74,2.94,4.67,3.50,3.06,3.71,3.47,0.00
7.44,3.22,2.40,3.79,3.36,6.36,5.13,6.73,5.07,3.12,0.00
4.60,3.03,2.63,3.96,5.70,6.33,3.43,3.46,4.23,3.43,0.00
3.69,2.86,2.64,3.04,2.97,5.76,3.26,3.39,5.05,3.29,0.00
8.49,2.66,2.79,3.36,9.57,5.67,3.42,8.21,4.00,3.13,0.00
4.52,3.09,2.74,4.62,4.16,6.33,3.34,5.77,4.82,3.34,0.00
2.98,3.14,3.00,10.96,3.03,5.58,3.28,3.19,4.54,3.16,0.00
3.06,3.51,2.83,6.59,3.33,4.66,3.55,3.26,4.84,3.26,0.00
5.49,2.81,2.69,5.11,2.66,6.01,3.41,3.22,6.15,3.13,0.00
3.75,3.00,2.95,9.14,2.75,5.49,3.26,2.94,4.23,3.03,0.00
7.03,2.88,2.47,7.64,4.41,7.26,4.47,7.24,4.34,3.07,0.00
4.82,3.05,2.86,5.06,2.99,7.37,7.15,3.10,4.10,3.26,0.00
6.98,3.00,2.64,8.09,3.27,7.12,3.99,4.85,4.28,2.90,0.00
5.69,9.54,2.50,7.63,2.79,6.51,3.36,5.53,4.78,3.15,1.00
3.77,3.25,2.67,3.81,3.66,5.37,3.44,3.56,4.08,3.27,0.00
7.58,3.24,2.65,6.56,3.09,6.37,7.52,3.35,4.25,3.28,0.00
5.49,3.08,2.60,9.95,2.59,6.52,4.39,3.01,4.69,3.14,0.00
8.27,2.90,2.37,3.21,2.86,6.33,3.68,3.68,4.12,3.33,0.00
4.50,2.87,2.80,3.46,5.37,7.96,3.62,4.51,3.62,3.24,0.00
2.87,2.96,2.54,3.22,2.94,7.01,3.41,7.45,6.31,3.32,0.00
6.83,2.82,2.37,5.76,2.93,7.81,4.35,5.75,4.83,3.19,0.00
3.40,3.44,2.64,3.48,5.32,6.01,4.03,5.08,4.97,3.26,0.00
5.70,3.55,2.55,7.90,4.24,6.44,4.02,7.52,4.67,3.12,0.00
5.74,2.82,2.49,3.37,11.49,6.41,3.26,8.12,4.13,3.29,0.00
3.49,3.65,2.61,3.93,3.35,3.52,3.38,3.02,4.89,3.33,0.00
3.94,2.91,2.51,4.43,3.10,4.70,3.41,3.40,4.39,3.32,0.00
3.47,2.93,2.64,5.70,2.90,3.67,3.40,3.52,4.45,3.50,0.00
3.82,3.05,2.92,7.13,2.76,4.17,3.42,3.64,4.72,3.36,0.00
6.07,2.93,2.85,3.37,9.26,5.25,4.95,6.35,4.38,3.47,0.00
6.21,2.91,3.35,3.14,4.90,7.78,3.50,3.24,3.59,3.23,0.00
8.09,3.18,2.72,4.02,2.93,5.73,3.58,4.18,3.22,3.89,0.00
3.55,2.93,2.62,8.43,2.91,3.50,3.40,3.17,3.67,3.24,0.00
3.30,2.95,2.93,6.57,2.83,5.17,3.25,3.39,4.61,2.99,0.00
3.10,2.95,2.44,2.90,2.72,7.42,3.27,4.27,4.17,3.54,0.00
3.21,3.05,2.56,6.11,2.65,4.15,3.16,3.53,7.29,3.33,0.00
7.15,3.16,2.77,3.52,2.80,5.01,3.34,8.67,4.53,3.18,0.00
5.76,2.98,2.59,7.94,4.88,6.49,3.32,7.28,4.17,3.30,0.00
3.85,2.98,2.66,5.53,2.80,6.10,3.35,3.80,3.15,3.28,0.00
4.14,2.79,2.52,8.80,2.97,5.05,4.00,3.19,4.93,3.31,0.00
8.53,3.23,2.81,2.88,2.81,6.77,4.18,8.25,4.16,3.70,0.00
5.49,2.80,2.85,8.01,8.42,7.01,3.50,7.07,3.38,3.31,0.00
5.34,3.01,2.50,3.24,8.66,6.50,3.29,6.83,3.56,3.28,0.00
6.82,3.04,2.50,4.40,5.97,6.98,3.69,5.47,4.13,3.14,0.00
5.23,2.94,2.75,3.01,8.11,7.23,4.23,3.33,4.16,3.68,0.00
3.20,2.91,2.70,6.62,3.03,5.15,3.30,3.16,4.61,3.23,0.00
6.47,3.17,2.74,7.69,2.86,5.92,3.38,3.38,5.07,3.11,0.00
6.24,2.89,2.59,8.08,2.62,8.20,3.30,3.51,4.19,3.23,0.00
9.82,2.98,2.60,2.81,2.84,6.41,3.37,6.67,4.33,3.01,0.00
3.17,3.10,2.52,2.95,3.49,6.43,3.17,3.49,3.41,3.75,0.00
5.84,3.26,2.81,7.66,2.77,5.69,3.26,3.35,4.46,3.59,0.00
3.30,3.02,2.75,2.98,10.09,6.60,3.41,5.80,8.50,3.15,0.00
6.41,3.28,2.51,4.59,2.72,7.25,4.71,6.69,4.48,2.89,0.00
3.91,3.02,2.92,9.17,2.99,6.39,3.27,3.48,3.17,3.22,0.00
6.54,4.80,2.87,7.94,4.37,5.47,5.51,8.40,3.98,2.99,0.00
4.25,3.07,2.75,3.21,2.87,7.13,5.81,3.98,3.71,3.34,0.00
5.44,3.17,3.07,7.37,2.77,5.90,3.51,3.42,5.25,3.32,0.00
3.08,3.05,2.78,6.18,2.88,5.69,3.30,3.38,4.39,3.75,0.00
8.10,2.75,2.62,3.76,6.39,7.00,4.12,5.03,3.27,6.32,0.00
6.32,2.97,2.78,3.03,2.88,5.26,6.15,3.41,3.58,3.15,0.00
7.22,6.40,2.62,7.48,8.52,7.60,3.56,5.86,4.60,2.94,0.00
9.22,3.06,2.65,6.54,2.77,5.06,3.54,3.77,4.25,3.28,1.00
3.69,2.86,2.48,2.90,8.61,6.86,3.49,6.13,6.83,3.03,0.00
3.65,2.90,2.64,3.34,7.33,7.81,3.41,3.52,3.29,3.19,0.00
6.73,3.62,3.09,3.10,8.04,4.32,3.24,8.98,4.29,3.96,0.00
3.89,2.83,2.73,7.88,2.83,5.23,3.20,3.35,3.41,3.13,0.00
6.98,3.01,2.71,7.57,3.39,6.07,6.89,3.68,4.60,3.18,0.00
7.09,2.91,2.47,3.20,8.32,7.72,3.59,4.04,3.95,3.30,0.00
9.13,3.51,2.64,8.08,3.93,6.09,4.14,9.78,4.89,3.17,0.00
4.42,2.85,2.67,5.58,2.86,7.24,3.79,4.92,5.26,3.31,0.00
3.65,3.36,2.77,3.36,2.91,4.68,3.40,3.36,3.08,4.81,0.00
5.06,3.22,2.54,6.54,5.15,7.60,3.26,3.77,4.09,3.02,0.00
8.00,4.66,2.39,2.94,2.78,6.36,5.12,7.33,4.33,3.21,0.00
8.03,2.82,2.96,8.95,3.11,6.90,4.75,6.23,4.11,2.94,0.00
6.61,6.82,2.45,6.88,8.90,6.98,3.93,8.06,4.57,3.02,0.00
3.82,5.55,2.41,3.05,8.34,7.46,3.17,3.93,4.20,3.40,0.00
7.68,11.83,2.58,3.51,2.90,7.54,3.42,6.51,3.90,3.26,0.00
5.33,2.89,3.53,7.20,3.73,8.00,3.70,3.49,4.31,3.08,0.00
5.91,5.88,2.66,3.24,3.05,6.32,3.31,4.98,3.61,3.21,0.00
2.76,2.88,2.87,4.12,2.70,5.21,3.26,2.72,3.15,3.10,0.00
3.88,3.47,2.33,2.86,10.60,5.80,3.61,7.35,5.21,3.32,0.00
7.08,2.88,2.62,6.61,2.62,5.85,4.59,6.77,5.03,3.14,0.00
7.93,2.94,2.49,4.86,3.16,6.43,3.25,3.50,4.57,3.24,0.00
8.00,2.93,2.72,5.89,5.12,6.50,4.05,5.40,4.11,3.23,0.00
8.85,2.98,2.41,8.58,2.81,7.94,4.71,6.26,4.35,3.02,0.00
3.77,3.18,2.68,5.21,2.91,5.39,3.34,3.61,4.35,3.38,0.00
6.30,2.97,2.93,5.29,2.89,6.92,3.93,3.35,5.10,3.09,0.00
4.57,7.63,2.50,9.20,2.55,6.42,3.40,3.17,3.96,3.02,0.00
4.31,3.14,2.80,6.09,3.01,5.42,3.42,3.88,4.50,3.17,0.00
6.41,3.02,2.76,9.51,2.82,4.89,3.41,3.61,4.39,3.36,0.00
5.18,2.75,2.45,9.67,2.79,5.46,3.74,3.26,4.48,3.20,0.00
7.17,2.95,2.83,6.52,2.55,5.28,3.38,7.84,4.14,3.29,0.00
6.73,3.00,2.67,9.51,2.74,5.97,3.69,3.23,4.85,3.33,0.00
5.50,3.38,2.97,5.05,2.93,5.09,3.55,3.46,4.20,3.19,0.00
4.95,3.09,2.67,2.67,2.81,6.03,3.33,6.61,4.81,3.20,0.00
7.21,3.12,2.82,2.96,2.87,6.17,3.45,6.36,3.89,3.21,0.00
4.82,3.08,3.17,2.86,3.05,7.29,3.46,5.70,3.97,3.51,0.00
7.10,3.24,2.70,3.33,3.27,5.34,3.23,7.75,4.43,3.23,0.00
8.30,3.35,3.29,3.62,2.87,6.30,3.64,6.45,4.13,3.40,0.00
5.23,3.29,2.78,3.19,2.78,6.62,3.32,7.88,3.80,4.13,0.00
6.25,2.97,2.93,10.32,2.74,5.55,3.32,5.50,3.83,3.12,0.00
6.84,2.96,4.12,2.99,2.93,7.96,5.21,5.17,4.17,3.20,0.00
5.42,2.74,2.61,8.69,2.81,5.66,3.28,3.55,3.95,3.13,0.00
7.60,8.15,2.69,6.43,2.80,5.88,3.98,3.68,5.60,2.99,0.00
7.28,3.03,2.65,4.56,9.49,7.00,4.44,7.37,4.62,3.38,0.00
4.94,3.23,2.63,3.61,10.26,6.78,3.30,3.44,3.85,3.34,0.00
6.25,3.01,2.68,2.69,4.80,6.35,5.04,4.72,4.13,3.52,0.00
6.28,2.93,2.54,2.89,3.03,5.69,3.84,7.04,3.79,3.22,0.00
5.19,3.05,2.76,9.07,2.39,5.89,3.27,3.66,3.86,3.54,0.00
3.13,2.88,2.51,4.95,2.90,3.62,3.17,3.20,4.52,3.39,0.00
4.17,2.96,2.51,2.61,2.64,7.46,3.25,3.60,3.80,3.23,0.00
3.46,3.13,2.52,8.38,2.90,5.44,3.45,3.03,5.70,3.97,0.00
4.86,2.74,3.08,6.65,8.66,8.02,3.08,6.48,4.20,3.23,0.00
3.79,3.01,2.65,5.74,2.91,6.17,3.51,3.61,5.10,3.23,0.00
3.16,3.01,2.67,5.63,2.94,5.58,3.27,3.60,3.19,3.38,0.00
3.25,3.06,2.75,5.15,2.95,4.00,3.33,4.07,4.23,3.40,0.00
6.44,3.33,2.75,7.10,2.82,6.76,3.22,3.37,3.66,3.39,0.00
5.77,3.11,5.37,3.20,7.96,6.07,3.34,4.83,4.28,4.01,0.00
4.49,2.76,2.65,6.74,2.60,4.35,3.40,3.49,4.54,3.32,0.00
3.15,3.06,2.61,7.34,2.81,3.82,3.19,3.37,5.27,3.28,0.00
4.65,3.07,2.84,3.05,7.73,6.40,3.20,5.18,4.32,3.31,0.00
3.19,3.11,2.58,7.80,2.65,5.36,3.27,3.69,4.90,3.50,0.00
3.29,2.89,2.81,3.05,2.59,8.46,3.18,4.79,3.94,3.31,0.00
3.02,2.80,2.76,3.66,3.12,4.24,3.26,3.20,5.12,3.23,0.00
3.90,3.13,2.50,7.33,2.97,5.48,3.47,3.18,3.88,4.28,0.00
9.19,2.98,2.73,4.56,2.79,4.89,3.14,3.20,4.09,3.15,0.00
3.33,3.05,2.59,7.99,2.96,4.88,3.43,3.48,4.61,3.30,0.00
3.54,2.86,2.39,6.94,2.92,6.11,3.41,3.41,7.87,3.42,0.00
3.70,2.88,2.49,3.69,2.79,7.06,3.39,3.42,5.68,4.22,0.00
4.07,2.84,2.74,6.73,2.82,6.01,3.29,3.24,6.75,3.41,0.00
6.49,3.00,2.58,6.99,2.68,4.56,3.24,3.72,3.10,3.00,0.00
3.14,2.88,2.63,4.15,2.79,6.37,3.24,3.42,3.72,3.49,0.00
6.44,3.39,2.55,3.07,3.11,3.49,3.29,3.30,5.28,3.25,0.00
3.17,2.85,2.39,8.00,2.64,4.63,3.19,3.14,3.71,3.53,0.00
3.40,2.88,3.25,3.09,2.73,5.30,3.32,3.55,3.14,3.56,0.00
7.55,2.94,2.47,3.35,3.10,6.02,5.22,7.78,5.15,3.08,0.00
4.09,3.01,2.60,6.80,2.81,5.59,3.39,3.87,4.43,3.35,0.00
4.99,3.09,2.62,4.99,2.78,6.48,3.39,3.46,4.95,3.38,0.00
3.90,3.04,2.54,6.14,3.03,4.73,3.44,3.81,6.45,3.51,0.00
3.73,2.80,2.62,3.62,2.89,4.92,3.22,3.42,4.78,3.18,0.00
3.49,2.81,2.92,6.46,2.76,6.01,3.25,3.46,4.41,3.46,0.00
3.31,3.30,2.65,8.39,2.97,5.94,3.19,3.41,4.12,3.27,0.00
3.66,2.92,2.83,6.50,2.92,4.49,3.31,3.37,4.55,3.48,0.00
