144501_at,148641_at,22882_at,23283_at,23767_at,26751_at,2731_at,27445_at,285148_at,301_at,3248_at,3487_at,3861_at,3958_at,50810_at,50865_at,5327_at,55086_at,55959_at,5644_at,56952_at,5711_at,64073_at,65982_at,79633_at,84189_at,84677_at,85236_at,875_at,89944_at,label
7.53,4.97,8.62,8.62,9.71,11.99,4.68,5.62,10.92,12.02,9.89,9.09,4.73,14.13,3.97,11.21,12.01,5.36,10.06,4.39,9.60,8.99,12.67,4.32,5.58,11.16,4.07,11.27,3.85,8.45,1.00
5.14,6.04,4.21,8.63,4.22,9.72,6.38,3.66,10.54,13.05,7.29,5.90,3.83,8.24,4.07,10.28,3.59,4.23,3.60,4.00,11.44,8.80,3.73,8.29,4.42,3.85,3.70,10.07,10.84,6.86,1.00
4.09,4.20,5.15,8.53,4.28,9.26,3.99,3.78,10.32,11.74,7.99,6.21,4.06,4.90,4.86,9.08,3.43,4.23,4.62,3.92,4.32,8.62,4.03,9.14,4.02,3.94,4.13,10.40,5.05,5.79,0.00
11.43,4.14,8.29,8.02,10.92,11.08,4.95,8.21,9.99,10.81,12.29,7.76,3.92,14.04,10.40,11.42,6.02,8.15,3.99,4.45,9.46,9.04,11.07,4.02,3.95,7.67,3.71,12.34,7.15,7.18,0.00
6.04,4.81,7.40,8.22,4.65,8.29,4.55,4.28,11.29,12.85,3.95,4.56,3.74,12.27,8.35,10.21,9.14,8.01,7.13,4.22,9.85,9.01,10.28,5.06,5.59,3.95,3.93,10.03,7.59,5.44,1.00
8.98,5.65,10.03,8.55,6.10,9.58,7.62,3.66,10.42,11.28,4.08,4.17,4.38,12.74,9.61,9.69,6.60,7.99,9.90,4.04,3.94,9.34,8.93,8.16,7.16,3.78,3.70,10.98,7.99,7.89,1.00
4.94,4.26,8.00,8.10,4.20,6.47,7.28,3.71,9.06,6.21,4.20,4.00,4.21,11.66,4.34,10.20,4.06,7.41,4.10,4.40,4.51,8.92,3.99,4.41,4.13,4.32,11.91,11.76,4.46,5.15,0.00
4.78,4.15,6.90,9.52,9.03,7.67,9.25,4.80,4.81,4.11,4.67,4.54,3.78,12.09,10.91,8.52,3.78,8.40,10.06,4.78,9.50,8.44,3.79,4.49,6.41,3.89,3.76,11.07,9.50,8.52,0.00
10.48,4.04,7.29,8.74,5.49,8.65,5.39,6.07,10.57,11.24,3.95,5.77,3.73,12.53,9.68,10.46,6.53,7.86,5.52,4.11,3.72,8.62,3.82,8.67,5.35,3.85,9.50,11.80,7.14,6.66,0.00
9.36,4.38,7.02,7.74,4.37,10.82,5.25,5.55,10.31,12.61,4.24,6.77,7.34,12.98,9.66,9.76,7.59,6.77,6.02,4.61,7.37,8.67,10.90,4.56,3.53,8.69,3.78,11.69,6.98,10.15,0.00
